NAME OF ISSUER,TITLE OF CLASS,CUSIP,VALUE (x$1000),SHRS OR PRN AMT,SH/PRN,PUT/CALL,INVESTMENT DISCRETION,OTHER MANAGER,VOTING AUTHORITY SOLE,VOTING AUTHORITY SHARED,VOTING AUTHORITY NONE,Filing Date
EASTMAN CHEM CO COM,COMMON STOCK,277432100,2327322,25911,SH,,SOLE,,25660,0,251,0001291422-24-000003
EATON CORP PLC,COMMON STOCK,G29183103,12642574,52498,SH,,SOLE,,52247,0,251,0001291422-24-000003
EATON CORP PLC,COMMON STOCK,G29183103,77062,320,SH,,DFND,,320,0,0,0001291422-24-000003
EDWARDS LIFESCIENCES CORP COM,COMMON STOCK,28176E108,10890674,142828,SH,,SOLE,,142413,0,415,0001291422-24-000003
ELI LILLY & CO,COMMON STOCK,532457108,35770875,61365,SH,,SOLE,,60950,0,415,0001291422-24-000003
ELI LILLY & CO,COMMON STOCK,532457108,241912,415,SH,,DFND,,415,0,0,0001291422-24-000003
EMERSON ELECTRIC CO,COMMON STOCK,291011104,171009,1757,SH,,SOLE,,1757,0,0,0001291422-24-000003
EMERSON ELECTRIC CO,COMMON STOCK,291011104,36012,370,SH,,DFND,,370,0,0,0001291422-24-000003
ENTERGY CORPORATION,COMMON STOCK,29364G103,454849,4495,SH,,SOLE,,4495,0,0,0001291422-24-000003
EXXON MOBIL CORP COM,COMMON STOCK,30231G102,14630380,146333,SH,,SOLE,,145166,0,1167,0001291422-24-000003
EXXON MOBIL CORP COM,COMMON STOCK,30231G102,246950,2470,SH,,OTR,,2470,0,0,0001291422-24-000003
FORTIVE CORPORATION,COMMON STOCK,34959J108,1320923,17940,SH,,SOLE,,17940,0,0,0001291422-24-000003
FRANKLIN STREET PROPERTIES CORP,COMMON STOCK,35471R106,42780,16711,SH,,SOLE,,16711,0,0,0001291422-24-000003
GALLAGHER ARTHUR J & CO COM,COMMON STOCK,363576109,4645119,20656,SH,,SOLE,,20656,0,0,0001291422-24-000003
GALLAGHER ARTHUR J & CO COM,COMMON STOCK,363576109,8321,37,SH,,DFND,,37,0,0,0001291422-24-000003
GARMIN LTD,COMMON STOCK,H2906T109,1876939,14602,SH,,SOLE,,14602,0,0,0001291422-24-000003
GARMIN LTD,COMMON STOCK,H2906T109,7198,56,SH,,DFND,,56,0,0,0001291422-24-000003
GENERAL DYNAMICS CORPORATION,COMMON STOCK,369550108,999210,3848,SH,,SOLE,,3848,0,0,0001291422-24-000003
GENUINE PARTS COMPANY,COMMON STOCK,372460105,836127,6037,SH,,SOLE,,6037,0,0,0001291422-24-000003
"GILEAD SCIENCES, INC.",COMMON STOCK,375558103,2447230,30209,SH,,SOLE,,30209,0,0,0001291422-24-000003
GLACIER BANCORP INC.,COMMON STOCK,37637Q105,1301996,31510,SH,,SOLE,,31510,0,0,0001291422-24-000003
GLOBAL PAYMENTS,COMMON STOCK,37940X102,3864356,30428,SH,,SOLE,,30226,0,202,0001291422-24-000003
GOLDMAN ACTIVEBETA US LC ETF,COMMON STOCK,381430503,1008927,10755,SH,,SOLE,,10755,0,0,0001291422-24-000003
GOLDMAN SACHS GROUP INC,COMMON STOCK,38141G104,12364318,32051,SH,,SOLE,,31879,0,172,0001291422-24-000003
HCA HOLDINGS INC,COMMON STOCK,40412C101,277176,1024,SH,,SOLE,,1024,0,0,0001291422-24-000003
HOME DEPOT INC,COMMON STOCK,437076102,17748916,51216,SH,,SOLE,,50802,0,414,0001291422-24-000003
HOME DEPOT INC,COMMON STOCK,437076102,28417,82,SH,,DFND,,82,0,0,0001291422-24-000003
HONEYWELL INTL INC,COMMON STOCK,438516106,9337334,44525,SH,,SOLE,,44214,0,311,0001291422-24-000003
HP INC,COMMON STOCK,40434L105,1507176,50089,SH,,SOLE,,50089,0,0,0001291422-24-000003
HP INC,COMMON STOCK,40434L105,39117,1300,SH,,DFND,,1300,0,0,0001291422-24-000003
HUNTINGTON BANCSHARES,COMMON STOCK,446150104,177291,13938,SH,,SOLE,,13938,0,0,0001291422-24-000003
HUNTSMAN CORP,COMMON STOCK,447011107,1235114,49149,SH,,SOLE,,49149,0,0,0001291422-24-000003
HUNTSMAN CORP,COMMON STOCK,447011107,8167,325,SH,,DFND,,325,0,0,0001291422-24-000003
ILLINOIS TOOL,COMMON STOCK,452308109,5299831,20233,SH,,SOLE,,20233,0,0,0001291422-24-000003
ILLINOIS TOOL,COMMON STOCK,452308109,739981,2825,SH,,OTR,,2825,0,0,0001291422-24-000003
"ILLUMINA, INC.",COMMON STOCK,452327109,2080242,14940,SH,,SOLE,,14847,0,93,0001291422-24-000003
INGERSOLL-RAND INC,COMMON STOCK,45687V106,202140,2614,SH,,SOLE,,2614,0,0,0001291422-24-000003
INGREDION INCORPORATED,COMMON STOCK,457187102,379855,3500,SH,,SOLE,,3500,0,0,0001291422-24-000003
INTERCONTINENTAL EXCHANGE INC,COMMON STOCK,45866F104,8067071,62813,SH,,SOLE,,62270,0,543,0001291422-24-000003
ISHARES,COMMON STOCK,464287168,240301,2050,SH,,SOLE,,2050,0,0,0001291422-24-000003
ISHARES,COMMON STOCK,464287465,550809,7310,SH,,SOLE,,7310,0,0,0001291422-24-000003
ISHARES,COMMON STOCK,464287598,2052406,12420,SH,,SOLE,,12420,0,0,0001291422-24-000003
ISHARES,COMMON STOCK,464287655,680608,3391,SH,,SOLE,,3391,0,0,0001291422-24-000003
ISHARES CORE,COMMON STOCK,46432F339,732757,4980,SH,,SOLE,,4980,0,0,0001291422-24-000003
ISHARES GOLD TRUST,COMMON STOCK,464285204,297955,7634,SH,,SOLE,,5625,0,2009,0001291422-24-000003
ISHARES MSCI,COMMON STOCK,464286525,250875,2500,SH,,SOLE,,2500,0,0,0001291422-24-000003
JOHNSON & JOHNSON,COMMON STOCK,478160104,5092478,32490,SH,,SOLE,,32490,0,0,0001291422-24-000003
JOHNSON & JOHNSON,COMMON STOCK,478160104,36050,230,SH,,DFND,,230,0,0,0001291422-24-000003
JOHNSON & JOHNSON,COMMON STOCK,478160104,21944,140,SH,,OTR,,140,0,0,0001291422-24-000003
JOHNSON CTLS INTL PLC NPV,COMMON STOCK,G51502105,2564292,44488,SH,,SOLE,,44488,0,0,0001291422-24-000003
JOHNSON CTLS INTL PLC NPV,COMMON STOCK,G51502105,7897,137,SH,,DFND,,137,0,0,0001291422-24-000003
JP MORGAN CHASE & CO,COMMON STOCK,46625H100,19911082,117055,SH,,SOLE,,116334,0,721,0001291422-24-000003
JP MORGAN CHASE & CO,COMMON STOCK,46625H100,368267,2165,SH,,OTR,,2165,0,0,0001291422-24-000003
KEURIG DR PEPPER INC,COMMON STOCK,49271V100,2001463,60068,SH,,SOLE,,60068,0,0,0001291422-24-000003
KEURIG DR PEPPER INC,COMMON STOCK,49271V100,8963,269,SH,,DFND,,269,0,0,0001291422-24-000003
KNIGHT - SWIFT TRANSPORTATION,COMMON STOCK,499049104,3357543,58240,SH,,SOLE,,57525,0,715,0001291422-24-000003
LAMB WESTON HOLDINGS INC,COMMON STOCK,513272104,455491,4214,SH,,SOLE,,4214,0,0,0001291422-24-000003
LINDE PLC,COMMON STOCK,G54950103,3459409,8423,SH,,SOLE,,8423,0,0,0001291422-24-000003
LINDE PLC,COMMON STOCK,G54950103,21768,53,SH,,DFND,,53,0,0,0001291422-24-000003
LINDE PLC,COMMON STOCK,G54950103,287497,700,SH,,OTR,,700,0,0,0001291422-24-000003
LOCKHEED MARTIN CORPORATION,COMMON STOCK,539830109,3408821,7521,SH,,SOLE,,7521,0,0,0001291422-24-000003
LOCKHEED MARTIN CORPORATION,COMMON STOCK,539830109,49856,110,SH,,DFND,,110,0,0,0001291422-24-000003
LOWES COS INC,COMMON STOCK,548661107,13916058,62530,SH,,SOLE,,62530,0,0,0001291422-24-000003
LOWES COS INC,COMMON STOCK,548661107,500738,2250,SH,,OTR,,2250,0,0,0001291422-24-000003
MARATHON PETROLEUM CORP,COMMON STOCK,56585A102,4899740,33026,SH,,SOLE,,33026,0,0,0001291422-24-000003
MARATHON PETROLEUM CORP,COMMON STOCK,56585A102,10979,74,SH,,DFND,,74,0,0,0001291422-24-000003
MARRIOTT INTL INC CL A,COMMON STOCK,571903202,11181929,49585,SH,,SOLE,,49096,0,489,0001291422-24-000003
MARSH & MCLENNAN COS INC,COMMON STOCK,571748102,11044776,58293,SH,,SOLE,,57792,0,501,0001291422-24-000003
"MARTIN MARIETTA MATERIALS, INC.",COMMON STOCK,573284106,809732,1623,SH,,SOLE,,1623,0,0,0001291422-24-000003
MCDONALDS CORP,COMMON STOCK,580135101,947351,3195,SH,,SOLE,,3195,0,0,0001291422-24-000003
MCDONALDS CORP,COMMON STOCK,580135101,84506,285,SH,,OTR,,285,0,0,0001291422-24-000003
MEDTRONIC PLC NPV,COMMON STOCK,G5960L103,2387125,28977,SH,,SOLE,,28977,0,0,0001291422-24-000003
MERCK & CO INC NEW,COMMON STOCK,58933Y105,7130349,65404,SH,,SOLE,,65404,0,0,0001291422-24-000003
MERCK & CO INC NEW,COMMON STOCK,58933Y105,49059,450,SH,,DFND,,450,0,0,0001291422-24-000003
META PLATFORMS INC,COMMON STOCK,30303M102,13149261,37149,SH,,SOLE,,36745,0,404,0001291422-24-000003
MICROSOFT CORP COM,COMMON STOCK,594918104,73011924,194160,SH,,SOLE,,192947,0,1213,0001291422-24-000003
MICROSOFT CORP COM,COMMON STOCK,594918104,112812,300,SH,,DFND,,300,0,0,0001291422-24-000003
MICROSOFT CORP COM,COMMON STOCK,594918104,178619,475,SH,,OTR,,475,0,0,0001291422-24-000003
MONDELEZ INTERNATIONAL INC,COMMON STOCK,609207105,6503061,89784,SH,,SOLE,,88904,0,880,0001291422-24-000003
"MOTOROLA SOLUTIONS, INC",COMMON STOCK,620076307,471200,1505,SH,,SOLE,,1505,0,0,0001291422-24-000003
NASDAQ INC,COMMON STOCK,631103108,1253737,21564,SH,,SOLE,,21564,0,0,0001291422-24-000003
NASDAQ INC,COMMON STOCK,631103108,23430,403,SH,,DFND,,403,0,0,0001291422-24-000003
NEXTERA ENERGY,COMMON STOCK,65339F101,313174,5156,SH,,SOLE,,5156,0,0,0001291422-24-000003
NIKE INC,COMMON STOCK,654106103,5749547,52957,SH,,SOLE,,52321,0,636,0001291422-24-000003
NORTHROP GRUMMAN CORPORATION,COMMON STOCK,666807102,7683601,16413,SH,,SOLE,,16252,0,161,0001291422-24-000003
NVIDIA CORPORATION,COMMON STOCK,67066G104,17186620,34705,SH,,SOLE,,34414,0,291,0001291422-24-000003
ORACLE CORP COM,COMMON STOCK,68389X105,4290158,40692,SH,,SOLE,,40692,0,0,0001291422-24-000003
PACER,COMMON STOCK,69374H857,288180,6000,SH,,SOLE,,6000,0,0,0001291422-24-000003
PALO ALTO NETWORKS INC,COMMON STOCK,697435105,9254503,31384,SH,,SOLE,,31039,0,345,0001291422-24-000003
PEPSICO INC COM,COMMON STOCK,713448108,55388731,326123,SH,,SOLE,,325561,0,562,0001291422-24-000003
PEPSICO INC COM,COMMON STOCK,713448108,106999,630,SH,,OTR,,630,0,0,0001291422-24-000003
PFIZER INC COM,COMMON STOCK,717081103,645212,22411,SH,,SOLE,,22411,0,0,0001291422-24-000003
PHILIP MORRIS INTL. INC.,COMMON STOCK,718172109,422607,4492,SH,,SOLE,,4492,0,0,0001291422-24-000003
PHILLIPS 66,COMMON STOCK,718546104,4414531,33157,SH,,SOLE,,32735,0,422,0001291422-24-000003
PNC FINANCIAL SERVICES GROUP,COMMON STOCK,693475105,7398277,47777,SH,,SOLE,,47630,0,147,0001291422-24-000003
PPG,COMMON STOCK,693506107,3007309,20109,SH,,SOLE,,19907,0,202,0001291422-24-000003
PROCTER & GAMBLE,COMMON STOCK,742718109,19380938,132257,SH,,SOLE,,131700,0,557,0001291422-24-000003
PROCTER & GAMBLE,COMMON STOCK,742718109,35902,245,SH,,DFND,,245,0,0,0001291422-24-000003
PROCTER & GAMBLE,COMMON STOCK,742718109,71072,485,SH,,OTR,,485,0,0,0001291422-24-000003
PROLOGIS INC,COMMON STOCK,74340W103,5036755,37785,SH,,SOLE,,37504,0,281,0001291422-24-000003
PUBLIC SERVICE ENTERPRISE GROUP,COMMON STOCK,744573106,2845678,46536,SH,,SOLE,,46536,0,0,0001291422-24-000003
PUBLIC SERVICE ENTERPRISE GROUP,COMMON STOCK,744573106,25989,425,SH,,DFND,,425,0,0,0001291422-24-000003
QUALCOMM INC COM,COMMON STOCK,747525103,1877443,12981,SH,,SOLE,,12981,0,0,0001291422-24-000003
QUALCOMM INC COM,COMMON STOCK,747525103,43389,300,SH,,DFND,,300,0,0,0001291422-24-000003
QUALCOMM INC COM,COMMON STOCK,747525103,347112,2400,SH,,OTR,,2400,0,0,0001291422-24-000003
REPUBLIC SERVICES INC,COMMON STOCK,760759100,5239685,31773,SH,,SOLE,,31473,0,300,0001291422-24-000003
"RPM INTERNATIONAL, INC",COMMON STOCK,749685103,251168,2250,SH,,SOLE,,2250,0,0,0001291422-24-000003
RTX CORP,COMMON STOCK,75513E101,3564506,42364,SH,,SOLE,,42364,0,0,0001291422-24-000003
SCHLUMBERGER LTD COM,COMMON STOCK,806857108,2652524,50971,SH,,SOLE,,50671,0,300,0001291422-24-000003
SCHWAB (CHARLES) CORP COM,COMMON STOCK,808513105,3719120,54057,SH,,SOLE,,53470,0,587,0001291422-24-000003
SELECT SECTOR SPDR FUND,COMMON STOCK,81369Y209,399320,2928,SH,,SOLE,,2928,0,0,0001291422-24-000003
SELECT SECTOR SPDR FUND,COMMON STOCK,81369Y506,1554225,18538,SH,,SOLE,,18538,0,0,0001291422-24-000003
SELECT SECTOR SPDR FUND,COMMON STOCK,81369Y605,202476,5385,SH,,SOLE,,5385,0,0,0001291422-24-000003
SELECT SECTOR SPDR FUND,COMMON STOCK,81369Y803,798022,4146,SH,,SOLE,,2519,0,1627,0001291422-24-000003
SELECT SECTOR SPDR FUND,COMMON STOCK,81369Y886,260223,4109,SH,,SOLE,,4109,0,0,0001291422-24-000003
SERVICENOW INC,COMMON STOCK,81762P102,3794499,5371,SH,,SOLE,,5314,0,57,0001291422-24-000003
SPDR PORFOLIO S&P,COMMON STOCK,78464A763,491632,3934,SH,,SOLE,,470,0,3464,0001291422-24-000003
SPDR S&P 500 ETF TRUST,COMMON STOCK,78462F103,6220857,13088,SH,,SOLE,,13088,0,0,0001291422-24-000003
TARGET CORP,COMMON STOCK,87612E106,1893048,13292,SH,,SOLE,,13292,0,0,0001291422-24-000003
TARGET CORP,COMMON STOCK,87612E106,14527,102,SH,,DFND,,102,0,0,0001291422-24-000003
TESLA MOTORS INC,COMMON STOCK,88160R101,754883,3038,SH,,SOLE,,3038,0,0,0001291422-24-000003
TEXAS INSTRS INC COM,COMMON STOCK,882508104,8615907,50545,SH,,SOLE,,50245,0,300,0001291422-24-000003
THERMO FISHER SCIENTIFIC,COMMON STOCK,883556102,14327616,26993,SH,,SOLE,,26772,0,221,0001291422-24-000003
THERMO FISHER SCIENTIFIC,COMMON STOCK,883556102,157645,297,SH,,OTR,,297,0,0,0001291422-24-000003
THOMSON REUTERS CORP,COMMON STOCK,884903808,3687810,25221,SH,,SOLE,,25221,0,0,0001291422-24-000003
THOMSON REUTERS CORP,COMMON STOCK,884903808,70332,481,SH,,DFND,,481,0,0,0001291422-24-000003
"TJX COMPANIES, INC",COMMON STOCK,872540109,11138438,118734,SH,,SOLE,,117866,0,868,0001291422-24-000003
"TJX COMPANIES, INC",COMMON STOCK,872540109,8537,91,SH,,DFND,,91,0,0,0001291422-24-000003
TRADE DESK INC/THE - CLASS A,COMMON STOCK,88339J105,311155,4324,SH,,SOLE,,4324,0,0,0001291422-24-000003
TRANE TECHNOLOGIES,COMMON STOCK,G8994E103,6505806,26674,SH,,SOLE,,26405,0,269,0001291422-24-000003
TRUIST FINANCIAL CORP.,COMMON STOCK,89832Q109,1311725,35529,SH,,SOLE,,35529,0,0,0001291422-24-000003
TRUIST FINANCIAL CORP.,COMMON STOCK,89832Q109,16983,460,SH,,DFND,,460,0,0,0001291422-24-000003
ULTA BEAUTY INC,COMMON STOCK,90384S303,5152771,10516,SH,,SOLE,,10386,0,130,0001291422-24-000003
UNION PAC CORP COM,COMMON STOCK,907818108,11596466,47213,SH,,SOLE,,46956,0,257,0001291422-24-000003
UNITED HEALTH GROUP INC,COMMON STOCK,91324P102,21574736,40980,SH,,SOLE,,40644,0,336,0001291422-24-000003
VANGUARD,COMMON STOCK,921908844,1249714,7334,SH,,SOLE,,7334,0,0,0001291422-24-000003
VANGUARD,COMMON STOCK,921932828,2408333,24280,SH,,SOLE,,24280,0,0,0001291422-24-000003
VANGUARD,COMMON STOCK,921932885,2996891,31892,SH,,SOLE,,31892,0,0,0001291422-24-000003
VANGUARD,COMMON STOCK,921943858,1394370,29110,SH,,SOLE,,29110,0,0,0001291422-24-000003
VANGUARD,COMMON STOCK,922042858,1110481,27019,SH,,SOLE,,27019,0,0,0001291422-24-000003
VANGUARD,COMMON STOCK,922908363,10705968,24510,SH,,SOLE,,24510,0,0,0001291422-24-000003
VANGUARD,COMMON STOCK,922908629,2610453,11221,SH,,SOLE,,11221,0,0,0001291422-24-000003
VANGUARD,COMMON STOCK,922908751,1137264,5331,SH,,SOLE,,5331,0,0,0001291422-24-000003
VEEVA SYSTEMS INC,COMMON STOCK,922475108,537323,2791,SH,,SOLE,,2791,0,0,0001291422-24-000003
VERALTO CORP.,COMMON STOCK,92338C103,1939132,23573,SH,,SOLE,,23465,0,108,0001291422-24-000003
VERALTO CORP.,COMMON STOCK,92338C103,2139,26,SH,,OTR,,26,0,0,0001291422-24-000003
"VERTEX PHARMACEUTICALS, INC.",COMMON STOCK,92532F100,249830,614,SH,,SOLE,,614,0,0,0001291422-24-000003
VERTIV HOLDINGS CO,COMMON STOCK,92537N108,3057788,63664,SH,,SOLE,,62643,0,1021,0001291422-24-000003
VICTORY SYCAMORE,MUTUAL FUNDS -,92646A831,33288103,717427,SH,,SOLE,,713832,0,3595,0001291422-24-000003
VICTORY SYCAMORE,MUTUAL FUNDS -,92646A831,36193,780,SH,,OTR,,780,0,0,0001291422-24-000003
VISA INC.,COMMON STOCK,92826C839,31305544,120244,SH,,SOLE,,119615,0,629,0001291422-24-000003
WAL-MART STORES INC.,COMMON STOCK,931142103,8476530,53768,SH,,SOLE,,53524,0,244,0001291422-24-000003
WAL-MART STORES INC.,COMMON STOCK,931142103,49660,315,SH,,DFND,,315,0,0,0001291422-24-000003
WAL-MART STORES INC.,COMMON STOCK,931142103,20810,132,SH,,OTR,,132,0,0,0001291422-24-000003
WEC ENERGY GROUP INC,COMMON STOCK,92939U106,2570052,30534,SH,,SOLE,,30534,0,0,0001291422-24-000003
WEC ENERGY GROUP INC,COMMON STOCK,92939U106,15908,189,SH,,DFND,,189,0,0,0001291422-24-000003
WELLS FARGO & COMPANY,COMMON STOCK,949746101,209431,4255,SH,,SOLE,,4255,0,0,0001291422-24-000003
WISDOMTREE,COMMON STOCK,97717W505,209991,4596,SH,,SOLE,,0,0,4596,0001291422-24-000003
WORKDAY INC - CLASS A,COMMON STOCK,98138H101,4095621,14836,SH,,SOLE,,14735,0,101,0001291422-24-000003
ZOETIS INC,COMMON STOCK,98978V103,3181211,16118,SH,,SOLE,,15874,0,244,0001291422-24-000003
ABBOTT LABORATORIES,COMMON STOCK,002824100,4067032,41993,SH,,SOLE,,41993,0,0,0001291422-24-000004
ABBOTT LABORATORIES,COMMON STOCK,002824100,529285,5465,SH,,OTR,,5465,0,0,0001291422-24-000004
ABBVIE INC,COMMON STOCK,00287Y109,16055853,107714,SH,,SOLE,,107188,0,526,0001291422-24-000004
ABBVIE INC,COMMON STOCK,00287Y109,44718,300,SH,,DFND,,300,0,0,0001291422-24-000004
ABBVIE INC,COMMON STOCK,00287Y109,808651,5425,SH,,OTR,,5425,0,0,0001291422-24-000004
ACCENTURE PLC-CL A,COMMON STOCK,G1151C101,19364216,63053,SH,,SOLE,,62663,0,390,0001291422-24-000004
AIR PRODUCTS & CHEMICALS INC.,COMMON STOCK,009158106,8920864,31478,SH,,SOLE,,31167,0,311,0001291422-24-000004
AIR PRODUCTS & CHEMICALS INC.,COMMON STOCK,009158106,17571,62,SH,,DFND,,62,0,0,0001291422-24-000004
ALPHABET INC,COMMON STOCK,02079K107,5980320,45357,SH,,SOLE,,45357,0,0,0001291422-24-000004
ALPHABET INC,COMMON STOCK,02079K305,38728012,295950,SH,,SOLE,,293413,0,2537,0001291422-24-000004
AMAZON.COM INC.,COMMON STOCK,023135106,29346664,230858,SH,,SOLE,,228802,0,2056,0001291422-24-000004
AMERICAN ELECTRIC POWER,COMMON STOCK,025537101,5392819,71694,SH,,SOLE,,70930,0,764,0001291422-24-000004
AMGEN INC,COMMON STOCK,031162100,1520645,5658,SH,,SOLE,,5658,0,0,0001291422-24-000004
"ANALOG DEVICES, INC.",COMMON STOCK,032654105,8971273,51238,SH,,SOLE,,50714,0,524,0001291422-24-000004
"ANALOG DEVICES, INC.",COMMON STOCK,032654105,79666,455,SH,,DFND,,455,0,0,0001291422-24-000004
AON CORPORATION,COMMON STOCK,G0403H108,1147739,3540,SH,,SOLE,,3540,0,0,0001291422-24-000004
APPLE INC.,COMMON STOCK,037833100,114318965,667712,SH,,SOLE,,665386,0,2326,0001291422-24-000004
APPLE INC.,COMMON STOCK,037833100,510035,2979,SH,,OTR,,2979,0,0,0001291422-24-000004
APPLIED MATERIALS INC COM,COMMON STOCK,038222105,4947112,35732,SH,,SOLE,,35290,0,442,0001291422-24-000004
ARISTA NETWORKS INC,COMMON STOCK,040413106,653320,3552,SH,,SOLE,,3552,0,0,0001291422-24-000004
ASTRAZENECA PLC,COMMON STOCK,046353108,4075936,60188,SH,,SOLE,,59503,0,685,0001291422-24-000004
AUTOMATIC DATA PROCESSING INCOM,COMMON STOCK,053015103,3846158,15987,SH,,SOLE,,15987,0,0,0001291422-24-000004
BANK OF AMERICA CORP,COMMON STOCK,060505104,4439122,162130,SH,,SOLE,,160896,0,1234,0001291422-24-000004
BANK OF MONTREAL,COMMON STOCK,063671101,937941,11117,SH,,SOLE,,11117,0,0,0001291422-24-000004
BERKSHIRE HATHAWAY INC,COMMON STOCK,084670702,11618073,33166,SH,,SOLE,,32860,0,306,0001291422-24-000004
BERKSHIRE HATHAWAY INC,COMMON STOCK,084670702,175150,500,SH,,OTR,,500,0,0,0001291422-24-000004
"BLACKROCK, INC.",COMMON STOCK,09247X101,1673752,2589,SH,,SOLE,,2589,0,0,0001291422-24-000004
"BLACKROCK, INC.",COMMON STOCK,09247X101,4525,7,SH,,DFND,,7,0,0,0001291422-24-000004
BOEING CO,COMMON STOCK,097023105,9356653,48814,SH,,SOLE,,48423,0,391,0001291422-24-000004
BOSTON SCIENTIFIC CORP,COMMON STOCK,101137107,7118966,134829,SH,,SOLE,,133149,0,1680,0001291422-24-000004
BP PLC SPONSORED ADR,COMMON STOCK,055622104,1029526,26589,SH,,SOLE,,26589,0,0,0001291422-24-000004
BRISTOL MYERS SQUIBB CO COM,COMMON STOCK,110122108,1414666,24374,SH,,SOLE,,24374,0,0,0001291422-24-000004
BROADCOM INC.,COMMON STOCK,11135F101,33413395,40229,SH,,SOLE,,40021,0,208,0001291422-24-000004
BROADCOM INC.,COMMON STOCK,11135F101,74752,90,SH,,DFND,,90,0,0,0001291422-24-000004
CAMDEN PROPERTY TRUST,COMMON STOCK,133131102,1254036,13259,SH,,SOLE,,13259,0,0,0001291422-24-000004
CATERPILLAR INC DEL COM,COMMON STOCK,149123101,310947,1139,SH,,SOLE,,1139,0,0,0001291422-24-000004
CATERPILLAR INC DEL COM,COMMON STOCK,149123101,237510,870,SH,,OTR,,870,0,0,0001291422-24-000004
CHEVRON TEXACO CORP,COMMON STOCK,166764100,14035922,83240,SH,,SOLE,,82683,0,557,0001291422-24-000004
CHEVRON TEXACO CORP,COMMON STOCK,166764100,28665,170,SH,,DFND,,170,0,0,0001291422-24-000004
CHUBB LIMITED,COMMON STOCK,H1467J104,594560,2856,SH,,SOLE,,2856,0,0,0001291422-24-000004
CINTAS CORPORATION,COMMON STOCK,172908105,12266186,25501,SH,,SOLE,,25278,0,223,0001291422-24-000004
CISCO SYS INC,COMMON STOCK,17275R102,4504713,83793,SH,,SOLE,,83793,0,0,0001291422-24-000004
CISCO SYS INC,COMMON STOCK,17275R102,54298,1010,SH,,DFND,,1010,0,0,0001291422-24-000004
CMS ENERGY CORPORATION,COMMON STOCK,125896100,2868311,54007,SH,,SOLE,,53311,0,696,0001291422-24-000004
COCA COLA CO COM,COMMON STOCK,191216100,446497,7976,SH,,SOLE,,7976,0,0,0001291422-24-000004
COMCAST CORP,COMMON STOCK,20030N101,6296375,142002,SH,,SOLE,,141128,0,874,0001291422-24-000004
COMCAST CORP,COMMON STOCK,20030N101,14277,322,SH,,DFND,,322,0,0,0001291422-24-000004
CONOCOPHILLIPS,COMMON STOCK,20825C104,4715565,39362,SH,,SOLE,,39141,0,221,0001291422-24-000004
CONOCOPHILLIPS,COMMON STOCK,20825C104,8745,73,SH,,DFND,,73,0,0,0001291422-24-000004
CONSTELLATION BRANDS INC -,COMMON STOCK,21036P108,7189302,28605,SH,,SOLE,,28269,0,336,0001291422-24-000004
CORTEVA INC,COMMON STOCK,22052L104,557746,10902,SH,,SOLE,,10902,0,0,0001291422-24-000004
COTERRA ENERGY INC,COMMON STOCK,127097103,1961236,72504,SH,,SOLE,,72504,0,0,0001291422-24-000004
COTERRA ENERGY INC,COMMON STOCK,127097103,7790,288,SH,,DFND,,288,0,0,0001291422-24-000004
CROWN CASTLE INTERNATIONAL,COMMON STOCK,22822V101,2455626,26683,SH,,SOLE,,26381,0,302,0001291422-24-000004
"CULLEN/FROST BANKERS, INC.",COMMON STOCK,229899109,1354656,14852,SH,,SOLE,,14852,0,0,0001291422-24-000004
CUMMINS INC.,COMMON STOCK,231021106,3200496,14009,SH,,SOLE,,14009,0,0,0001291422-24-000004
CUMMINS INC.,COMMON STOCK,231021106,39981,175,SH,,DFND,,175,0,0,0001291422-24-000004
CVS HEALTH CORP,COMMON STOCK,126650100,335977,4812,SH,,SOLE,,4812,0,0,0001291422-24-000004
DANAHER CORPORATION,COMMON STOCK,235851102,17860010,71987,SH,,SOLE,,71662,0,325,0001291422-24-000004
DANAHER CORPORATION,COMMON STOCK,235851102,19848,80,SH,,OTR,,80,0,0,0001291422-24-000004
DIAGEO PLC,COMMON STOCK,25243Q205,2873804,19264,SH,,SOLE,,19264,0,0,0001291422-24-000004
DIAGEO PLC,COMMON STOCK,25243Q205,25361,170,SH,,DFND,,170,0,0,0001291422-24-000004
DISNEY,COMMON STOCK,254687106,7100644,87608,SH,,SOLE,,86997,0,611,0001291422-24-000004
DISNEY,COMMON STOCK,254687106,7457,92,SH,,OTR,,92,0,0,0001291422-24-000004
DOW INC,COMMON STOCK,260557103,759995,14740,SH,,SOLE,,14740,0,0,0001291422-24-000004
DTE ENERGY COMPANY,COMMON STOCK,233331107,1399550,14097,SH,,SOLE,,14097,0,0,0001291422-24-000004
DTE ENERGY COMPANY,COMMON STOCK,233331107,5560,56,SH,,DFND,,56,0,0,0001291422-24-000004
DUPONT DE NEMOURS INC,COMMON STOCK,26614N102,1101918,14773,SH,,SOLE,,14773,0,0,0001291422-24-000004
EASTMAN CHEM CO COM,COMMON STOCK,277432100,1389556,18112,SH,,SOLE,,17861,0,251,0001291422-24-000004
EATON CORP PLC,COMMON STOCK,G29183103,11839814,55513,SH,,SOLE,,55262,0,251,0001291422-24-000004
EATON CORP PLC,COMMON STOCK,G29183103,68250,320,SH,,DFND,,320,0,0,0001291422-24-000004
EDWARDS LIFESCIENCES CORP COM,COMMON STOCK,28176E108,9565900,138076,SH,,SOLE,,137661,0,415,0001291422-24-000004
